[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:119] Starting a job; no job is presently running
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:120] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-05-07 07:35:40] [class-ss-archive-creation-job.php:138] Pushing first task to queue: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:194] Current task: setup
[2025-05-07 07:35:42] [class-ss-archive-creation-job.php:208] Performing task: setup
[2025-05-07 07:35:42] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-05-07 07:35:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340\
[2025-05-07 07:35:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/servwell/
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d6094c58-EHiAmN.tmp
[2025-05-07 07:36:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=148
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?simply_static_page=148
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:103] Filesize: 19862 bytes
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d6094c58-EHiAmN.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:159] Adding 5 URLs to the queue
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:00] [class-ss-page.php:119] Checking Content Identical:82064fd33336b5166591b8be67e4528fe482fd9f===. Value: FALSE
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2025-05-07 07:36:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 756
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d60ad444-0Twc1M.tmp
[2025-05-07 07:36:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=149
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/eicons.json?simply_static_page=149
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:103] Filesize: 426789 bytes
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d60ad444-0Twc1M.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/eicons/eicons.json
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:00] [class-ss-page.php:119] Checking Content Identical:b136191446db90134d31f7e220767dad53be666a===. Value: FALSE
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2025-05-07 07:36:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 756
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d60c8d3d-QZUB0s.tmp
[2025-05-07 07:36:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=150
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?simply_static_page=150
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:103] Filesize: 219324 bytes
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/vnd.ms-fontobject
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d60c8d3d-QZUB0s.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:00] [class-ss-page.php:119] Checking Content Identical:7982005f946fd6425d888014178ae032ec528620===. Value: FALSE
[2025-05-07 07:36:00] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 100 of 756 pages/files
[2025-05-07 07:36:00] [class-ss-archive-creation-job.php:241] We're not done with the fetch_urls task yet
[2025-05-07 07:36:00] [class-ss-archive-creation-job.php:194] Current task: fetch_urls
[2025-05-07 07:36:00] [class-ss-archive-creation-job.php:208] Performing task: fetch_urls
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:69] Total pages: 756; Pages remaining: 606
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2025-05-07 07:36:00] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 756
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d60d71ec-MqBWKp.tmp
[2025-05-07 07:36:00] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=151
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?simply_static_page=151
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:103] Filesize: 331743 bytes
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2025-05-07 07:36:00] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d60d71ec-MqBWKp.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg
[2025-05-07 07:36:00] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:2b3dc0f3d2c0400af7a44895cb160c73d8a7f9e9===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d610da07-gYzMhi.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=152
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?simply_static_page=152
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 219164 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/ttf
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d610da07-gYzMhi.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:18d5c5e5843400d42dd24db95e83d24e7db9b461===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d6118467-UI3hZi.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=153
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?simply_static_page=153
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 119312 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d6118467-UI3hZi.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:1340d028de1a19311eecaf034135703fd2e267ed===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d612200d-XkkgaM.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=154
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?simply_static_page=154
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 97184 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: font/woff2
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d612200d-XkkgaM.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:3c98a0d0bf6e60290f69dacd8a3b9850c6995d32===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d612be44-FEyhPA.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css?simply_static_page=155
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css?simply_static_page=155
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 18074 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d612be44-FEyhPA.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.css
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:774aebfda01afae3721f7534d33168e384dc50b3===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d6150165-jumZrK.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js?simply_static_page=156
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js?simply_static_page=156
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 95387 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d6150165-jumZrK.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.js
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:ec1ba8a9b81e332d47daf8769fc13a655717f386===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d618da09-nU4LVB.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?simply_static_page=157
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css?simply_static_page=157
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 16167 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d618da09-nU4LVB.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.css
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:5532dc7b582004089698f004af4e1648fb4eb37c===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d61ab6e1-iE8AHI.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?simply_static_page=158
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js?simply_static_page=158
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 50680 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d61ab6e1-iE8AHI.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/flatpickr/flatpickr.min.js
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:de789915190f058ddef79a3f064b285ff6b73fac===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d61cd88c-hWh1dY.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css?simply_static_page=159
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css?simply_static_page=159
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 73625 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d61cd88c-hWh1dY.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:159] Adding 15 URLs to the queue
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:01] [class-ss-page.php:119] Checking Content Identical:a3af68e0d7fd816efe40701ae270faf38f7758d1===. Value: FALSE
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css
[2025-05-07 07:36:01] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 756
[2025-05-07 07:36:01] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d61efcab-ITQJee.tmp
[2025-05-07 07:36:01] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?simply_static_page=160
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?simply_static_page=160
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:103] Filesize: 59344 bytes
[2025-05-07 07:36:01] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\jongpogi\AppData\Local\Temp/681b0d61efcab-ITQJee.tmp to C:\xampp1\htdocs\servwell/wp-content/uploads\simply-static\temp-files/simply-static-1-1746603340/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:159] Adding 15 URLs to the queue
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2025-05-07 07:36:02] [class-ss-page.php:119] Checking Content Identical:8dd3e63ac70f20fd67852b45195b651d9e748bf1===. Value: FALSE
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:73] URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css
[2025-05-07 07:36:02] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 756
[2025-05-07 07:36:02] [class-ss-fetch-urls-task.php:84] URL is not being excluded
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\jongpogi\AppData\Local\Temp/681b0d6220978-7o3esY.tmp
[2025-05-07 07:36:02] [class-ss-page-handler.php:38] URL Prepared:http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?simply_static_page=161
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/servwell/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?simply_static_page=161
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:103] Filesize: 732 bytes
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-05-07 07:36:02] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css
